customer_id,signup_date,region,plan_type,tenure_months,monthly_fee_gbp,support_tickets_90d,last_login_days,nps_score,churned_90d,marketing_channel,device_type,income_band,contract_type,revenue_last_3m_gbp
1762,2024-01-18,Wales,Premium,16,28.9,1,7,34.0,0,Paid search,Mobile,25-50k,Annual,86.7
1763,2024-07-13,North,Basic,22,12.49,0,1,15.0,0,Referral,Desktop,25-50k,Monthly,37.47
1764,2024-04-03,Scotland,Basic,26,13.03,0,1,5.0,0,Referral,Mobile,<25k,Annual,39.09
1765,2024-12-30,North,Standard,29,21.05,1,13,31.0,0,Social,Mobile,25-50k,Monthly,63.15
1766,2024-07-27,Scotland,Basic,3,10.03,0,21,19.0,0,Referral,Mobile,50-75k,Monthly,30.09
1767,2024-08-25,Midlands,Standard,25,19.57,1,5,22.0,0,Paid search,Desktop,25-50k,Annual,58.71
1768,2024-07-03,Scotland,Basic,36,13.54,0,2,24.0,0,Paid search,Tablet,25-50k,Annual,40.62
1769,2024-10-02,South,Standard,11,20.79,0,3,22.0,0,Paid search,Desktop,50-75k,Annual,62.37
1770,2024-11-16,Scotland,Basic,21,10.43,0,12,29.0,0,Social,Desktop,75k+,Monthly,31.29
1771,2024-02-10,Scotland,Standard,13,20.64,0,16,30.0,0,Paid search,Desktop,50-75k,Monthly,61.92
1772,2024-08-21,Wales,Basic,32,14.75,3,7,0.0,0,Organic search,Mobile,75k+,Monthly,44.25
1773,2024-11-15,North,Premium,12,30.92,4,3,2.0,0,Social,Mobile,25-50k,Annual,92.76
1774,2024-07-26,Scotland,Premium,2,33.88,1,56,15.0,0,Paid search,Desktop,<25k,Monthly,101.64
1775,2024-02-11,South,Standard,15,17.98,0,4,22.0,0,Referral,Desktop,25-50k,Monthly,53.94
1776,2024-09-12,South,Basic,26,9.46,0,11,16.0,0,Organic search,Mobile,<25k,Monthly,28.38
1777,2024-11-06,Midlands,Premium,35,31.0,0,7,30.0,0,Organic search,Mobile,50-75k,Monthly,93.0
1778,2024-06-27,Midlands,Basic,5,8.87,1,1,26.0,0,Organic search,Desktop,<25k,Annual,26.61
1779,2024-02-24,Midlands,Standard,30,19.09,3,3,9.0,0,Referral,Mobile,75k+,Monthly,57.27
1780,2024-12-02,Scotland,Standard,26,18.93,2,14,17.0,0,Email,Desktop,25-50k,Annual,56.79
1781,2024-12-21,South,Basic,25,12.66,0,36,22.0,0,Paid search,Desktop,25-50k,Monthly,37.98
1782,2024-09-25,Midlands,Premium,29,34.05,2,12,28.0,0,Referral,Mobile,25-50k,Monthly,102.15
1783,2024-04-22,North,Basic,1,12.51,0,7,33.0,0,Organic search,Desktop,25-50k,Monthly,37.53
1784,2024-05-10,South,Basic,9,14.57,1,5,15.0,0,Organic search,Mobile,50-75k,Monthly,43.71
1785,2024-08-22,South,Premium,22,30.57,0,16,29.0,0,Referral,Desktop,75k+,Monthly,91.71
1786,2024-06-06,South,Basic,10,11.24,0,13,29.0,0,Paid search,Desktop,<25k,Monthly,33.72
1787,2024-01-31,Midlands,Basic,17,12.09,0,7,13.0,0,Organic search,Mobile,25-50k,Monthly,36.27
1788,2024-12-06,Wales,Premium,22,31.29,1,15,17.0,0,Organic search,Mobile,25-50k,Monthly,93.87
1789,2024-03-02,South,Premium,11,31.31,4,5,21.0,1,Organic search,Desktop,75k+,Monthly,31.31
1790,2024-10-18,Scotland,Premium,36,32.2,3,6,15.0,0,Organic search,Mobile,<25k,Monthly,96.6
1791,2024-02-07,Wales,Standard,36,21.74,1,3,24.0,0,Social,Mobile,<25k,Annual,65.22
1792,2024-09-15,Midlands,Standard,6,20.37,1,3,17.0,0,Referral,Mobile,50-75k,Monthly,61.11
1793,2024-11-02,South,Standard,3,18.03,0,12,20.0,0,Paid search,Desktop,25-50k,Monthly,54.09
1794,2024-08-15,South,Premium,9,31.62,2,4,14.0,0,Paid search,Mobile,<25k,Monthly,94.86
1795,2024-07-17,Midlands,Standard,36,20.38,3,13,9.0,0,Organic search,Mobile,<25k,Monthly,61.14
1796,2024-09-04,Midlands,Standard,33,20.52,1,17,20.0,0,Organic search,Desktop,50-75k,Monthly,61.56
1797,2024-03-14,Midlands,Standard,4,20.72,0,13,26.0,0,Email,Mobile,<25k,Annual,62.16
1798,2024-04-05,Scotland,Basic,31,9.76,0,14,21.0,0,Paid search,Mobile,25-50k,Annual,29.28
1799,2024-06-03,South,Standard,25,22.54,0,33,33.0,0,Organic search,Tablet,25-50k,Monthly,67.62
1800,2024-09-09,Midlands,Standard,9,21.7,4,15,6.0,0,Referral,Mobile,<25k,Monthly,65.1
1801,2024-06-10,North,Basic,18,10.77,0,36,20.0,0,Organic search,Desktop,25-50k,Monthly,32.31
1802,2024-12-15,Scotland,Premium,16,32.3,4,6,18.0,0,Organic search,Mobile,50-75k,Monthly,96.9
1803,2024-08-16,South,Standard,14,19.26,2,3,23.0,0,Social,Desktop,<25k,Annual,57.78
1804,2024-10-13,Wales,Premium,28,30.58,2,7,16.0,0,Organic search,Desktop,<25k,Monthly,91.74
1805,2024-08-18,Wales,Standard,4,18.14,0,14,25.0,0,Organic search,Desktop,25-50k,Annual,54.42
1806,2024-03-24,North,Basic,23,12.05,1,40,18.0,0,Social,Desktop,<25k,Annual,36.15
1807,2024-10-08,North,Premium,35,31.39,3,20,21.0,0,Organic search,Desktop,50-75k,Monthly,94.17
1808,2024-08-24,Wales,Standard,27,20.86,2,7,17.0,0,Organic search,Desktop,75k+,Monthly,62.58
1809,2024-01-30,North,Basic,13,11.6,1,9,33.0,0,Paid search,Tablet,<25k,Monthly,34.8
1810,2024-01-26,Midlands,Basic,28,12.39,1,16,19.0,0,Social,Mobile,<25k,Monthly,37.17
1811,2024-05-11,Midlands,Basic,23,11.2,0,45,0.0,0,Email,Mobile,25-50k,Annual,33.6
1812,2024-12-12,South,Premium,12,30.06,0,5,23.0,0,Referral,Desktop,<25k,Monthly,90.18
1813,2024-04-16,North,Premium,23,32.33,2,5,28.0,0,Email,Desktop,75k+,Monthly,96.99
1814,2024-04-16,Midlands,Basic,5,12.43,1,22,23.0,0,Organic search,Mobile,50-75k,Monthly,37.29
1815,2024-09-05,South,Standard,24,20.47,0,5,30.0,0,Referral,Mobile,<25k,Monthly,61.41
1816,2024-10-15,South,Standard,36,18.63,3,21,1.0,0,Social,Tablet,25-50k,Monthly,55.89
1817,2024-12-02,North,Standard,6,21.19,3,20,1.0,0,Organic search,Mobile,25-50k,Monthly,63.57
1818,2024-10-07,South,Basic,22,12.79,1,4,7.0,0,Social,Desktop,25-50k,Monthly,38.37
1819,2024-09-15,South,Basic,8,12.65,0,29,26.0,0,Paid search,Desktop,50-75k,Monthly,37.95
1820,2024-02-21,Scotland,Standard,1,21.46,3,4,10.0,1,Social,Mobile,50-75k,Monthly,42.92
1821,2024-10-20,North,Premium,9,33.46,0,10,28.0,0,Email,Desktop,75k+,Annual,100.38
1822,2024-02-10,North,Premium,2,32.58,0,12,31.0,0,Social,Mobile,50-75k,Monthly,97.74
1823,2024-06-24,North,Basic,19,12.47,0,3,17.0,0,Email,Desktop,25-50k,Monthly,37.41
1824,2024-09-01,North,Basic,19,12.22,1,23,14.0,0,Organic search,Desktop,25-50k,Monthly,36.66
1825,2024-03-11,South,Premium,24,33.16,1,12,22.0,0,Organic search,Desktop,25-50k,Monthly,99.48
1826,2024-01-27,Scotland,Standard,8,21.29,1,8,14.0,0,Organic search,Desktop,50-75k,Monthly,63.87
1827,2024-11-09,Wales,Standard,27,20.1,3,16,14.0,0,Paid search,Mobile,75k+,Monthly,60.3
1828,2024-08-02,Midlands,Standard,33,20.52,1,12,26.0,0,Social,Mobile,<25k,Monthly,61.56
1829,2024-08-08,Wales,Standard,25,17.81,1,16,10.0,0,Organic search,Desktop,75k+,Monthly,53.43
1830,2024-04-01,North,Standard,4,18.31,1,10,26.0,0,Organic search,Mobile,25-50k,Annual,54.93
1831,2024-07-18,North,Standard,36,22.16,0,11,28.0,0,Organic search,Desktop,<25k,Annual,66.48
1832,2024-05-15,Midlands,Basic,15,12.76,1,24,26.0,0,Social,Desktop,50-75k,Monthly,38.28
1833,2024-05-12,Scotland,Basic,22,12.62,0,11,27.0,0,Social,Mobile,50-75k,Monthly,37.86
1834,2024-05-24,Midlands,Basic,6,11.47,0,7,25.0,0,Email,Desktop,<25k,Monthly,34.41
1835,2024-09-20,South,Basic,7,11.1,0,13,,0,Organic search,Desktop,25-50k,Monthly,33.3
1836,2024-09-20,Wales,Standard,28,22.02,1,8,17.0,0,Referral,Desktop,25-50k,Annual,66.06
1837,2024-11-10,Midlands,Basic,36,11.84,0,7,17.0,0,Organic search,Mobile,50-75k,Monthly,35.52
1838,2024-03-27,Midlands,Basic,5,13.85,0,12,30.0,0,Paid search,Tablet,75k+,Monthly,41.55
1839,2024-11-07,Scotland,Basic,35,13.26,0,5,18.0,0,Organic search,Desktop,25-50k,Monthly,39.78
1840,2024-11-15,North,Basic,8,11.01,0,8,30.0,0,Organic search,Mobile,<25k,Monthly,33.03
1841,2024-03-02,Wales,Basic,25,12.42,0,9,22.0,0,Email,Desktop,50-75k,Annual,37.26
1842,2024-09-01,North,Premium,20,35.24,3,15,4.0,0,Organic search,Mobile,50-75k,Monthly,105.72
1843,2024-10-07,South,Basic,8,9.58,1,38,27.0,1,Paid search,Mobile,25-50k,Monthly,19.16
1844,2024-06-17,South,Basic,33,11.46,1,3,8.0,0,Paid search,Mobile,25-50k,Monthly,34.38
1845,2024-04-12,Midlands,Basic,21,11.51,0,14,16.0,0,Organic search,Mobile,75k+,Monthly,34.53
1846,2024-02-16,Midlands,Standard,27,19.98,0,8,36.0,0,Referral,Mobile,<25k,Annual,59.94
1847,2024-12-25,South,Standard,8,21.44,1,4,22.0,0,Social,Desktop,25-50k,Annual,64.32
1848,2024-12-16,South,Standard,17,18.33,2,1,30.0,0,Social,Mobile,75k+,Monthly,54.99
1849,2024-12-17,Wales,Basic,22,11.09,1,18,2.0,0,Email,Desktop,<25k,Monthly,33.27
1850,2024-01-19,North,Standard,24,20.95,2,4,12.0,1,Referral,Desktop,50-75k,Monthly,20.95
1851,2024-12-07,South,Standard,14,21.98,0,0,31.0,0,Organic search,Mobile,50-75k,Annual,65.94
1852,2024-08-10,Wales,Basic,25,10.33,0,4,21.0,0,Email,Desktop,25-50k,Monthly,30.99
1853,2024-03-03,South,Standard,22,17.76,2,2,15.0,0,Paid search,Desktop,25-50k,Monthly,53.28
1854,2024-08-13,South,Premium,17,30.43,1,45,27.0,0,Email,Tablet,<25k,Monthly,91.29
1855,2024-11-14,Midlands,Standard,24,22.81,2,4,22.0,0,Referral,Mobile,<25k,Monthly,68.43
1856,2024-03-14,Midlands,Premium,28,33.33,2,28,14.0,0,Organic search,Mobile,75k+,Monthly,99.99
1857,2024-12-01,Scotland,Standard,18,19.44,1,7,19.0,0,Paid search,Mobile,25-50k,Annual,58.32
1858,2024-09-15,Midlands,Standard,19,19.81,0,13,33.0,0,Social,Mobile,50-75k,Monthly,59.43
1859,2024-04-24,Wales,Basic,28,12.03,1,12,27.0,1,Referral,Mobile,75k+,Monthly,12.03
1860,2024-02-11,Wales,Standard,14,20.11,1,4,20.0,0,Organic search,Desktop,25-50k,Monthly,60.33
1861,2024-07-21,Midlands,Premium,28,32.85,1,24,39.0,0,Organic search,Desktop,25-50k,Monthly,98.55
1862,2024-06-01,North,Standard,28,19.5,3,17,10.0,0,Referral,Desktop,25-50k,Annual,58.5
1863,2024-01-22,Midlands,Standard,19,19.77,0,22,30.0,0,Paid search,Desktop,50-75k,Monthly,59.31
1864,2024-04-16,Scotland,Basic,3,12.78,0,9,12.0,0,Organic search,Desktop,<25k,Monthly,38.34
1865,2024-07-18,North,Standard,32,21.05,3,5,19.0,0,Social,Desktop,<25k,Monthly,63.15
1866,2024-08-08,Midlands,Basic,34,11.12,0,6,25.0,0,Organic search,Desktop,<25k,Monthly,33.36
1867,2024-01-18,North,Standard,19,18.84,1,9,7.0,0,Paid search,Mobile,25-50k,Monthly,56.52
1868,2024-06-04,Wales,Standard,17,21.18,0,23,14.0,1,Referral,Desktop,50-75k,Monthly,0.0
1869,2024-07-02,North,Basic,32,9.59,0,8,16.0,0,Organic search,Desktop,25-50k,Monthly,28.77
1870,2024-02-23,North,Standard,30,21.94,0,8,20.0,0,Paid search,Mobile,<25k,Annual,65.82
1871,2024-08-07,North,Basic,33,14.61,2,27,19.0,0,Paid search,Desktop,50-75k,Monthly,43.83
1872,2024-06-28,Midlands,Standard,27,19.28,1,12,24.0,1,Email,Desktop,25-50k,Monthly,0.0
1873,2024-09-05,Scotland,Basic,26,14.2,0,2,19.0,1,Paid search,Desktop,50-75k,Monthly,28.4
1874,2024-03-31,North,Basic,27,10.06,0,11,34.0,0,Paid search,Mobile,<25k,Monthly,30.18
1875,2024-03-28,Wales,Basic,30,12.11,0,12,26.0,0,Organic search,Mobile,50-75k,Monthly,36.33
1876,2024-05-15,South,Basic,13,10.73,1,10,2.0,0,Organic search,Desktop,75k+,Monthly,32.19
1877,2024-10-27,Scotland,Standard,17,21.15,1,5,39.0,0,Social,Mobile,50-75k,Monthly,63.45
1878,2024-07-17,Midlands,Basic,14,11.19,0,15,18.0,0,Organic search,Mobile,<25k,Monthly,33.57
1879,2024-06-19,North,Standard,35,19.55,0,4,16.0,0,Organic search,Desktop,50-75k,Monthly,58.65
1880,2024-01-02,South,Standard,7,19.79,0,9,13.0,0,Social,Mobile,25-50k,Monthly,59.37
1881,2024-12-10,North,Premium,36,31.45,0,4,38.0,0,Paid search,Mobile,75k+,Monthly,94.35
1882,2024-01-21,North,Premium,1,32.26,4,7,20.0,0,Paid search,Desktop,25-50k,Monthly,96.78
1883,2024-06-29,Scotland,Basic,13,12.05,0,26,20.0,0,Organic search,Desktop,<25k,Monthly,36.15
1884,2024-07-16,Midlands,Basic,27,11.48,0,20,26.0,0,Paid search,Tablet,25-50k,Monthly,34.44
1885,2024-09-24,South,Standard,3,20.13,0,29,21.0,1,Organic search,Mobile,<25k,Monthly,0.0
1886,2024-09-26,Scotland,Basic,30,11.98,1,6,21.0,0,Referral,Desktop,<25k,Monthly,35.94
1887,2024-09-21,South,Basic,21,12.02,2,6,11.0,0,Social,Desktop,25-50k,Monthly,36.06
1888,2024-10-06,South,Standard,19,21.17,2,20,,1,Social,Tablet,75k+,Monthly,42.34
1889,2024-02-27,North,Premium,2,31.69,3,5,14.0,0,Organic search,Desktop,25-50k,Annual,95.07
1890,2024-07-15,Midlands,Standard,26,18.77,2,7,12.0,0,Paid search,Mobile,25-50k,Monthly,56.31
1891,2024-09-06,North,Basic,35,13.08,0,7,18.0,0,Email,Mobile,25-50k,Monthly,39.24
1892,2024-03-03,Wales,Standard,3,20.0,0,46,14.0,0,Social,Desktop,25-50k,Monthly,60.0
1893,2024-03-09,Midlands,Standard,20,19.9,0,15,23.0,0,Paid search,Mobile,<25k,Monthly,59.7
1894,2024-03-12,Scotland,Standard,16,21.14,1,10,26.0,0,Social,Desktop,25-50k,Annual,63.42
1895,2024-09-14,South,Basic,25,13.03,1,6,18.0,0,Organic search,Mobile,<25k,Monthly,39.09
1896,2024-08-24,Scotland,Standard,3,19.76,2,14,26.0,0,Organic search,Desktop,<25k,Monthly,59.28
1897,2024-07-27,Wales,Basic,13,11.22,1,43,8.0,0,Organic search,Desktop,<25k,Annual,33.66
1898,2024-01-31,Midlands,Standard,19,20.11,2,7,9.0,0,Organic search,Mobile,50-75k,Annual,60.33
1899,2024-07-08,North,Basic,17,14.12,0,12,24.0,0,Paid search,Mobile,50-75k,Monthly,42.36
1900,2024-04-10,Midlands,Basic,15,11.99,0,9,23.0,0,Paid search,Desktop,25-50k,Monthly,35.97
1901,2024-07-11,Midlands,Standard,4,20.1,3,7,7.0,0,Social,Desktop,25-50k,Annual,60.3
1902,2024-12-07,Midlands,Standard,36,19.95,3,3,8.0,0,Paid search,Mobile,25-50k,Monthly,59.85
1903,2024-05-07,South,Basic,4,10.97,0,15,20.0,1,Organic search,Desktop,75k+,Monthly,21.94
1904,2024-01-16,North,Basic,18,12.26,1,12,24.0,0,Paid search,Desktop,75k+,Monthly,36.78
1905,2024-04-15,North,Standard,14,18.5,1,14,20.0,1,Referral,Desktop,50-75k,Monthly,0.0
1906,2024-12-02,North,Basic,3,11.65,0,13,25.0,0,Organic search,Tablet,25-50k,Monthly,34.95
1907,2024-03-24,South,Basic,28,11.36,1,12,16.0,0,Organic search,Tablet,<25k,Monthly,34.08
1908,2024-03-17,Scotland,Basic,29,10.48,1,22,12.0,0,Organic search,Desktop,75k+,Monthly,31.44
1909,2024-02-28,Midlands,Standard,20,21.08,3,17,11.0,0,Paid search,Desktop,50-75k,Monthly,63.24
1910,2024-10-11,North,Basic,22,12.49,2,31,13.0,1,Paid search,Desktop,25-50k,Annual,0.0
1911,2024-10-09,Scotland,Standard,17,18.35,1,40,18.0,0,Social,Desktop,25-50k,Annual,55.05
1912,2024-04-14,Midlands,Standard,33,22.71,0,43,11.0,0,Referral,Desktop,50-75k,Monthly,68.13
1913,2024-07-20,Midlands,Standard,16,20.59,5,8,10.0,0,Email,Desktop,<25k,Annual,61.77
1914,2024-10-30,Midlands,Standard,31,22.51,0,19,14.0,0,Paid search,Desktop,25-50k,Annual,67.53
1915,2024-07-12,South,Basic,20,14.6,0,30,9.0,0,Social,Desktop,75k+,Monthly,43.8
1916,2024-04-09,Scotland,Standard,4,22.57,2,22,16.0,0,Social,Mobile,75k+,Annual,67.71
1917,2024-05-31,Wales,Basic,1,13.59,0,16,6.0,0,Paid search,Mobile,25-50k,Monthly,40.77
1918,2024-01-15,South,Basic,25,11.21,2,21,40.0,0,Social,Mobile,25-50k,Monthly,33.63
1919,2024-08-01,Scotland,Basic,24,11.88,1,13,17.0,0,Social,Desktop,75k+,Monthly,35.64
1920,2024-06-23,South,Standard,1,22.21,0,19,13.0,0,Paid search,Mobile,25-50k,Monthly,66.63
1921,2024-01-18,South,Basic,32,10.71,0,19,7.0,0,Organic search,Desktop,25-50k,Monthly,32.13
1922,2024-01-22,South,Premium,18,29.55,1,4,31.0,0,Social,Mobile,50-75k,Monthly,88.65
1923,2024-04-09,Midlands,Standard,35,21.0,0,5,36.0,0,Social,Desktop,25-50k,Monthly,63.0
1924,2024-08-18,Scotland,Basic,1,12.7,1,17,13.0,0,Organic search,Tablet,75k+,Monthly,38.1
1925,2024-02-14,North,Basic,24,11.35,0,10,31.0,0,Social,Mobile,25-50k,Monthly,34.05
1926,2024-09-10,Wales,Standard,13,15.35,0,50,7.0,0,Paid search,Mobile,75k+,Monthly,46.05
1927,2024-10-02,South,Basic,29,12.27,0,3,19.0,0,Social,Mobile,<25k,Monthly,36.81
1928,2024-06-01,Wales,Premium,33,31.14,1,8,19.0,0,Social,Mobile,25-50k,Monthly,93.42
1929,2024-06-08,North,Basic,13,13.09,1,9,11.0,0,Organic search,Desktop,<25k,Annual,39.27
1930,2024-05-27,North,Premium,18,31.14,3,24,,0,Social,Mobile,25-50k,Monthly,93.42
1931,2024-11-21,North,Premium,19,32.47,2,25,11.0,0,Social,Mobile,50-75k,Monthly,97.41
1932,2024-02-16,Scotland,Basic,32,11.78,0,16,32.0,0,Paid search,Mobile,<25k,Monthly,35.34
1933,2024-10-14,Wales,Standard,31,18.55,0,10,23.0,0,Organic search,Mobile,50-75k,Monthly,55.65
1934,2024-06-02,South,Premium,4,32.13,1,33,20.0,0,Organic search,Mobile,25-50k,Monthly,96.39
1935,2024-06-14,South,Standard,17,21.63,3,23,17.0,0,Organic search,Desktop,50-75k,Monthly,64.89
1936,2024-12-04,South,Basic,33,11.56,1,19,14.0,0,Organic search,Mobile,50-75k,Monthly,34.68
1937,2024-04-08,Midlands,Standard,7,19.02,1,1,20.0,0,Paid search,Desktop,25-50k,Monthly,57.06
1938,2024-12-05,North,Premium,36,29.23,1,10,25.0,0,Organic search,Desktop,25-50k,Monthly,87.69
1939,2024-01-09,Midlands,Standard,29,21.32,2,1,16.0,0,Organic search,Desktop,25-50k,Annual,63.96
1940,2024-09-11,North,Standard,16,20.7,1,6,26.0,0,Organic search,Tablet,50-75k,Monthly,62.1
1941,2024-10-30,South,Standard,25,18.04,1,2,17.0,0,Email,Mobile,<25k,Monthly,54.12
1942,2024-08-12,North,Standard,30,19.34,1,13,30.0,0,Social,Desktop,50-75k,Monthly,58.02
1943,2024-10-08,Scotland,Standard,29,21.06,0,7,21.0,0,Referral,Mobile,50-75k,Monthly,63.18
1944,2024-11-07,Midlands,Basic,15,11.34,2,14,17.0,0,Organic search,Desktop,<25k,Monthly,34.02
1945,2024-01-29,Midlands,Premium,33,29.09,2,19,11.0,0,Referral,Desktop,25-50k,Monthly,87.27
1946,2024-09-27,North,Standard,6,21.22,2,23,10.0,1,Paid search,Desktop,75k+,Monthly,21.22
1947,2024-11-27,North,Basic,16,9.08,0,15,18.0,0,Referral,Mobile,50-75k,Annual,27.24
1948,2024-03-02,Midlands,Basic,28,9.01,1,7,37.0,0,Paid search,Desktop,25-50k,Monthly,27.03
1949,2024-06-14,Midlands,Basic,21,12.57,2,10,8.0,0,Organic search,Mobile,<25k,Monthly,37.71
1950,2024-07-02,North,Basic,10,9.47,0,4,17.0,0,Referral,Mobile,<25k,Annual,28.41
1951,2024-08-12,Midlands,Basic,1,11.12,1,12,24.0,0,Referral,Desktop,75k+,Monthly,33.36
1952,2024-12-27,North,Basic,16,9.02,0,8,25.0,0,Referral,Desktop,25-50k,Monthly,27.06
1953,2024-07-03,North,Basic,8,10.69,0,15,18.0,0,Organic search,Desktop,25-50k,Monthly,32.07
1954,2024-03-13,Wales,Basic,6,10.56,0,8,12.0,0,Organic search,Mobile,25-50k,Annual,31.68
1955,2024-09-30,Scotland,Basic,27,11.59,0,34,18.0,0,Paid search,Tablet,25-50k,Monthly,34.77
1956,2024-05-14,South,Standard,18,21.62,2,11,1.0,0,Paid search,Mobile,<25k,Monthly,64.86
1957,2024-03-08,North,Premium,3,30.54,4,11,18.0,0,Paid search,Mobile,<25k,Monthly,91.62
1958,2024-02-19,Scotland,Standard,25,19.48,3,1,9.0,0,Organic search,Desktop,25-50k,Annual,58.44
1959,2024-01-06,Scotland,Standard,3,19.1,0,21,16.0,0,Referral,Mobile,25-50k,Monthly,57.3
1960,2024-08-20,Midlands,Premium,31,30.1,1,13,29.0,0,Organic search,Desktop,25-50k,Monthly,90.3
1961,2024-03-17,Midlands,Basic,33,10.59,0,15,30.0,0,Email,Desktop,25-50k,Monthly,31.77
1962,2024-07-09,South,Basic,15,14.76,0,7,27.0,0,Email,Mobile,<25k,Monthly,44.28
1963,2024-09-02,Scotland,Basic,28,12.03,0,5,35.0,0,Organic search,Desktop,<25k,Monthly,36.09
1964,2024-12-18,South,Basic,6,12.44,0,7,20.0,1,Organic search,Desktop,<25k,Monthly,12.44
1965,2024-03-29,Scotland,Basic,31,11.42,0,8,27.0,0,Organic search,Mobile,25-50k,Monthly,34.26
1966,2024-02-19,Wales,Basic,1,13.26,1,3,17.0,0,Social,Mobile,25-50k,Monthly,39.78
1967,2024-02-23,Midlands,Premium,14,32.77,1,21,28.0,0,Organic search,Mobile,75k+,Monthly,98.31
1968,2024-06-05,South,Premium,33,30.48,1,19,28.0,0,Paid search,Mobile,50-75k,Monthly,91.44
1969,2024-10-10,South,Standard,15,19.49,0,34,13.0,0,Referral,Desktop,25-50k,Monthly,58.47
1970,2024-03-20,North,Basic,5,12.84,1,9,6.0,1,Organic search,Desktop,50-75k,Annual,0.0
1971,2024-03-02,North,Basic,5,12.63,0,12,12.0,1,Referral,Mobile,75k+,Monthly,25.26
1972,2024-09-18,Scotland,Standard,30,22.81,1,1,19.0,0,Paid search,Tablet,<25k,Monthly,68.43
1973,2024-09-22,Midlands,Standard,9,20.18,3,13,7.0,0,Social,Mobile,<25k,Monthly,60.54
1974,2024-07-30,South,Basic,26,10.64,0,11,18.0,0,Organic search,Tablet,25-50k,Annual,31.92
1975,2024-08-05,Midlands,Basic,19,11.71,2,1,7.0,0,Social,Tablet,50-75k,Monthly,35.13
1976,2024-08-12,Midlands,Standard,21,20.08,0,15,32.0,0,Referral,Mobile,25-50k,Annual,60.24
1977,2024-09-11,Wales,Basic,8,12.91,0,10,18.0,0,Organic search,Mobile,<25k,Monthly,38.73
1978,2024-09-15,Wales,Standard,21,19.95,0,3,20.0,0,Organic search,Desktop,50-75k,Monthly,59.85
1979,2024-09-02,Midlands,Basic,31,8.85,0,8,6.0,0,Organic search,Mobile,50-75k,Monthly,26.55
1980,2024-03-19,Midlands,Standard,7,18.52,0,2,26.0,0,Paid search,Desktop,50-75k,Annual,55.56
1981,2024-02-07,Midlands,Basic,10,12.51,2,4,13.0,0,Social,Mobile,25-50k,Monthly,37.53
1982,2024-11-25,South,Basic,22,10.56,0,14,19.0,0,Organic search,Desktop,25-50k,Monthly,31.68
1983,2024-01-14,South,Basic,9,11.11,1,2,28.0,0,Organic search,Mobile,25-50k,Monthly,33.33
1984,2024-06-05,South,Basic,19,10.58,1,15,2.0,0,Social,Mobile,25-50k,Monthly,31.74
1985,2024-06-26,Midlands,Standard,33,19.86,1,8,35.0,0,Social,Desktop,25-50k,Monthly,59.58
1986,2024-04-14,North,Standard,21,17.85,1,11,32.0,1,Organic search,Desktop,25-50k,Monthly,0.0
1987,2024-11-26,South,Basic,22,14.19,2,4,19.0,0,Organic search,Tablet,25-50k,Monthly,42.57
1988,2024-01-18,South,Basic,20,12.97,2,9,8.0,1,Email,Mobile,<25k,Monthly,0.0
1989,2024-10-17,Midlands,Basic,28,11.19,0,4,18.0,0,Referral,Desktop,25-50k,Monthly,33.57
1990,2024-03-18,Midlands,Standard,25,21.07,0,10,27.0,0,Email,Mobile,50-75k,Monthly,63.21
1991,2024-08-21,Scotland,Basic,27,12.25,0,13,28.0,0,Organic search,Tablet,50-75k,Monthly,36.75
1992,2024-11-29,North,Basic,16,10.43,0,13,20.0,0,Social,Desktop,75k+,Monthly,31.29
1993,2024-11-17,Midlands,Premium,11,33.73,2,17,25.0,0,Organic search,Mobile,75k+,Monthly,101.19
1994,2024-07-20,South,Standard,2,18.29,1,10,15.0,0,Social,Mobile,<25k,Monthly,54.87
1995,2024-10-23,Scotland,Standard,15,20.65,1,18,22.0,0,Referral,Mobile,<25k,Monthly,61.95
1996,2024-03-20,Midlands,Standard,17,19.21,3,26,5.0,0,Paid search,Mobile,25-50k,Monthly,57.63
1997,2024-11-10,South,Standard,4,20.82,2,2,18.0,0,Organic search,Desktop,<25k,Monthly,62.46
1998,2024-02-22,North,Standard,7,16.92,1,23,23.0,0,Organic search,Desktop,25-50k,Monthly,50.76
1999,2024-01-10,South,Standard,23,21.3,0,4,29.0,0,Referral,Desktop,<25k,Monthly,63.9
2000,2024-02-19,Wales,Standard,30,19.0,1,15,16.0,0,Paid search,Mobile,25-50k,Monthly,57.0
2001,2024-06-12,Scotland,Standard,26,21.38,1,7,26.0,0,Paid search,Desktop,25-50k,Monthly,64.14
2002,2024-05-09,South,Premium,36,35.2,2,4,40.0,0,Organic search,Mobile,<25k,Monthly,105.6
2003,2024-12-06,South,Standard,7,18.46,1,12,20.0,0,Referral,Desktop,25-50k,Monthly,55.38
2004,2024-09-06,Wales,Basic,17,13.23,1,4,14.0,0,Referral,Mobile,75k+,Monthly,39.69
2005,2024-08-09,Wales,Standard,10,19.66,1,23,23.0,1,Paid search,Mobile,50-75k,Annual,39.32
2006,2024-03-24,North,Standard,14,19.67,4,15,10.0,0,Paid search,Mobile,<25k,Monthly,59.01
2007,2024-07-23,Midlands,Standard,16,21.17,2,1,24.0,0,Social,Mobile,25-50k,Monthly,63.51
2008,2024-07-30,Scotland,Basic,27,12.4,0,24,10.0,0,Paid search,Mobile,75k+,Annual,37.2
